ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
85294,2,4-M ENTERPRISES INC,EXCHEQUER RESTAURANT,224-226 S WABASH AVE 1 & MEZZ,CHICAGO,IL,60604,34,33,1,1475,Consumption on Premises - Incidental Activity,1733,RENEW,04/04/2018,04/16/2018,04/15/2020,04/05/2018,AAI,41.878904039,-87.62625048,"(41.87890403884019, -87.62625048034315)"
245500,1,"BURNSIDE LOUNGE, INC.",REESE'S LOUNGE,1827 W 87TH ST 1,CHICAGO,IL,60620,18,3,22,1470,Tavern,1845195,RENEW,06/27/2016,07/16/2016,07/15/2018,07/18/2016,AAI,41.735600359,-87.66907678,"(41.73560035888288, -87.66907677991776)"
13,2,"BLEACHERS, INC.",Murphy's Bleachers,3653-3655 N SHEFFIELD AVE,CHICAGO,IL,60613,44,28,19,1470,Tavern,1171724,RENEW,05/07/2018,06/16/2018,06/15/2020,05/08/2018,AAI,41.948788471,-87.654229117,"(41.94878847107489, -87.65422911685373)"
363131,1,NELLCOTE LLC,NELLCOTE & RM CHAMPAGNE SALON,833-839 W RANDOLPH ST,CHICAGO,IL,60607,27,45,12,1477,Outdoor Patio,2102791,RENEW,02/10/2016,02/16/2016,02/15/2018,02/10/2016,AAI,41.884277216,-87.64865853,"(41.88427721586092, -87.6486585295976)"
229993,10,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",HOTEL MONACO,225 N WABASH AVE 1-19,CHICAGO,IL,60601,42,42,1,1475,Consumption on Premises - Incidental Activity,2578930,RENEW,08/13/2018,09/16/2018,10/15/2020,08/14/2018,AAI,41.886424333,-87.626168282,"(41.88642433256405, -87.62616828170881)"
234,1,"MOODY'S RESTAURANT, INC.","MOODY'S RESTAURANT, INC.",5908 N BROADWAY  1ST,CHICAGO,IL,60660,48,40,20,1470,Tavern,1220,RENEW,07/07/2017,08/16/2017,08/15/2019,07/10/2017,AAI,41.989333596,-87.660394613,"(41.98933359616522, -87.6603946130645)"
351150,4,"ARAMARK SPORTS AND ENTERTAINMENT SERVICES, LLC",ARAMARK-FIELD MUSEUM,1400 S LAKE SHORE DR GRND &1ST,CHICAGO,IL,60605,4,18,1,1475,Consumption on Premises - Incidental Activity,2269758,RENEW,10/05/2018,10/16/2018,10/15/2020,12/21/2018,AAI,41.86403564,-87.619297069,"(41.86403563981369, -87.61929706919213)"
408661,1,"THUNDERBOLT CHICAGO, LLC",BATL,4842 W IRVING PARK RD 1,CHICAGO,IL,60641,45,11,16,1050,Public Place of Amusement,2483443,ISSUE,01/30/2017,04/07/2017,04/15/2019,04/07/2017,AAI,41.953509344,-87.748897782,"(41.953509344353286, -87.74889778214177)"
341602,1,GREENHOUSE THEATER CENTER NFP,GREENHOUSE THEATER CENTER,"2257-2263 N LINCOLN AVE 1,2",CHICAGO,IL,60614,43,20,18,1475,Consumption on Premises - Incidental Activity,1963814,RENEW,04/05/2017,04/16/2017,04/15/2019,04/14/2017,AAI,41.923236422,-87.645461161,"(41.923236421741215, -87.64546116059478)"
85500,2,COCULA INC,COCULA RESTAURANT,2801 W CERMAK RD,CHICAGO,IL,60623,24,7,10,1475,Consumption on Premises - Incidental Activity,8742,RENEW,07/06/2018,08/16/2018,08/15/2020,07/09/2018,AAI,41.851790544,-87.695625619,"(41.85179054443326, -87.69562561914283)"
306210,1,"CHENIER & THOMPSON, INC.","TABLE, DONKEY & STICK",2728 W ARMITAGE AVE 1,CHICAGO,IL,60647,1,13,14,1475,Consumption on Premises - Incidental Activity,2109217,RENEW,11/10/2016,11/16/2016,11/15/2018,11/14/2016,AAI,41.917612945,-87.695914866,"(41.91761294464501, -87.69591486630621)"
287915,1,"Hel's Kitchen Catering, Inc.",Hel's Kitchen Catering,3027  COMMERCIAL AVE,NORTHBROOK,IL,60062,,,,1481,Caterer's Liquor License,2550226,RENEW,05/25/2018,04/16/2018,07/15/2021,04/17/2018,AAI,,,
359765,1,"REMINGTON LODGING & HOSPITALITY, LLC",THE SILVERSMITH HOTEL & SUITES,10-16 S WABASH AVE,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,2079891,RENEW,04/28/2017,05/16/2017,05/15/2019,05/01/2017,AAI,41.881818766,-87.626353173,"(41.88181876616734, -87.62635317290135)"
32833,1,"FRIENDS  LUNCH, INC.",MEMORIES PUB,6325 N CLARK ST,CHICAGO,IL,60660,48,7,24,1470,Tavern,35418,RENEW,08/11/2017,08/16/2017,08/15/2019,08/14/2017,AAI,41.997262726,-87.670222318,"(41.99726272628727, -87.6702223175343)"
360006,1,"ROUNDY'S ILLINOIS, LLC",MARIANO'S FRESH MARKET #8503,333 E BENTON PL  206,CHICAGO,IL,60601,42,6,1,1475,Consumption on Premises - Incidental Activity,2108420,RENEW,07/31/2017,09/16/2017,09/15/2019,08/08/2017,AAI,41.885390047,-87.618986712,"(41.88539004666972, -87.61898671163952)"
50161,18,"LUMA, LLC",LOU MALNATI'S PIZZERIA,1235 W RANDOLPH ST,CHICAGO,IL,60607,27,7,12,1475,Consumption on Premises - Incidental Activity,2333460,RENEW,01/26/2018,02/16/2018,02/15/2020,01/29/2018,AAI,41.884113577,-87.658081674,"(41.88411357669396, -87.6580816735995)"
371737,1,"NOODLE STATION, INC.",MY PLACE,2022 S WENTWORTH AVE 1ST,CHICAGO,IL,60616,11,16,9,1475,Consumption on Premises - Incidental Activity,2152520,RENEW,10/10/2018,10/16/2018,07/15/2021,10/11/2018,AAI,41.854627313,-87.63197605,"(41.854627313423855, -87.63197604976958)"
85291,5,TREASURE ISLAND FOODS INC,TREASURE ISLAND FOODS,680 N LAKE SHORE DR 1ST #,CHICAGO,IL,60611,2,63,18,1475,Consumption on Premises - Incidental Activity,2516633,ISSUE,09/28/2017,06/13/2018,04/15/2020,06/13/2018,AAI,41.89479837,-87.615866646,"(41.894798370283404, -87.61586664567874)"
329863,1,"WEB IN FRONT, INC.",ROCKING HORSE,2535 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,14,14,1477,Outdoor Patio,2032177,RENEW,11/15/2017,11/16/2017,11/15/2019,11/17/2017,AAI,41.927492579,-87.70459704,"(41.92749257880225, -87.70459703958609)"
356245,1,MAI CHI CORPORATION,MOTT ST.,1401 N ASHLAND AVE 1ST,CHICAGO,IL,60622,1,26,14,1475,Consumption on Premises - Incidental Activity,2065224,RENEW,01/29/2019,11/16/2018,11/15/2020,01/29/2019,AAI,41.90703875,-87.667444076,"(41.90703874954132, -87.66744407587532)"
370196,4,CHICAGO LOCAL MARKETS LLC,The Roost Carolina Kitchen,1467-1469 W IRVING PARK RD,CHICAGO,IL,60613,46,44,19,1475,Consumption on Premises - Incidental Activity,2516641,ISSUE,05/10/2017,08/14/2017,08/15/2019,08/14/2017,AAI,41.954208737,-87.666847265,"(41.95420873655159, -87.66684726495454)"
356923,1,"BC PROPERTY MANAGEMENT, LLC",THE BEDFORD,1612 W DIVISION ST LOWER LEVEL,CHICAGO,IL,60622,1,5,14,1050,Public Place of Amusement,2060152,RENEW,04/18/2017,04/16/2017,04/15/2019,05/01/2017,AAI,41.903449395,-87.668031654,"(41.90344939527244, -87.66803165380388)"
369927,6,"BEHIND THE SCENES CHICAGO, LLC",PARAMOUNT EVENTS AND TRUFFLEBERRY MARKET,1746-1758 W LAKE ST 1,CHICAGO,IL,60612,27,27,12,1475,Consumption on Premises - Incidental Activity,2470289,RENEW,08/17/2018,10/16/2018,10/15/2020,09/20/2018,AAI,41.885282077,-87.671329628,"(41.885282076755075, -87.67132962771234)"
294329,1,"RICHMOND TAVERN, INC.",RICHMOND TAVERN,2944 W GRAND AVE,CHICAGO,IL,60622,36,21,12,1470,Tavern,1618976,RENEW,11/13/2018,11/16/2018,11/15/2020,11/13/2018,AAI,41.896089171,-87.700748233,"(41.89608917059594, -87.70074823336402)"
386302,1,"BLC - THE HALLMARK, LLC",BROOKDALE LAKE SHORE DRIVE,2960 N LAKE SHORE DR 2ND FLOOR,CHICAGO,IL,60657,44,7,19,1475,Consumption on Premises - Incidental Activity,2307706,RENEW,03/28/2018,12/16/2017,12/15/2019,03/29/2018,AAI,41.936171649,-87.636939052,"(41.936171648587916, -87.63693905225722)"
4575,3,K & H LOUNGE INC,EASY STREET PIZZA,3750-3754 N CENTRAL AVE 1,CHICAGO,IL,60634,38,47,16,1475,Consumption on Premises - Incidental Activity,2517173,ISSUE,04/12/2017,05/25/2017,06/15/2019,05/25/2017,AAI,41.94924586,-87.767018013,"(41.94924585951233, -87.76701801314188)"
407310,2,"N. JEFFERSON OPERATOR, LLC",HOMEWOOD SUITES CHICAGO-DOWNTOWN/WEST LOOP,118 N JEFFERSON ST,CHICAGO,IL,60661,34,21,1,1477,Outdoor Patio,2470581,ISSUE,07/25/2016,09/23/2016,10/15/2018,09/23/2016,AAI,41.883800252,-87.642863485,"(41.883800252016215, -87.64286348545521)"
279886,2,CLOSE-UP 2 LLC,Era,416 S CLARK ST 1,CHICAGO,IL,60605,34,13,1,1470,Tavern,1695553,RENEW,12/23/2016,10/16/2016,10/15/2018,10/14/2016,AAI,41.876512045,-87.630885587,"(41.876512045011864, -87.63088558684476)"
353500,2,"REGAL CINEMAS, INC.",REGAL CINEMAS WEBSTER PLACE,1471 W WEBSTER AVE 1ST AND 2ND,CHICAGO,IL,60614,32,20,18,1475,Consumption on Premises - Incidental Activity,2314765,RENEW,09/24/2018,10/16/2018,10/15/2020,09/25/2018,AAI,41.921492622,-87.665998498,"(41.92149262198601, -87.6659984982567)"
86271,1,"HARD ROCK CAFE INTERNATIONAL (CHICAGO), INC.",HARD ROCK CAFE,63 W ONTARIO ST 1ST,CHICAGO,IL,60610,42,22,18,1471,Late Hour,51237,RENEW,03/28/2017,05/16/2017,05/15/2019,03/29/2017,AAI,41.893127755,-87.630562518,"(41.89312775453658, -87.63056251830054)"
5452,1,"RIVER-LITES,LTD.",CRIO RESTAURANT,2506-2508 N CLYBOURN AVE 1ST,CHICAGO,IL,60614,32,13,19,1470,Tavern,11584,RENEW,04/15/2017,04/16/2017,04/15/2019,06/06/2017,AAI,41.92698538,-87.672102681,"(41.92698538037725, -87.67210268081504)"
62792,4,PETER'S ONE TWO THREE LOUNGE I,STEREO NIGHT CLUB,5616-5622 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,31,15,25,1050,Public Place of Amusement,2026948,RENEW,03/20/2018,04/16/2018,07/15/2020,04/18/2018,AAI,41.931374092,-87.767038557,"(41.931374091845875, -87.76703855660186)"
25564,1,CHICAGO LATVIAN ASSOCIATION,CHICAGO LATVIAN ASSOCIATION,4146 N ELSTON AVE 1ST,CHICAGO,IL,60618,39,29,17,1473,Not-For-Profit Club,7039,RENEW,11/10/2016,12/16/2016,12/15/2018,02/14/2017,AAI,41.956186247,-87.723006649,"(41.95618624678358, -87.72300664892208)"
407659,1,ANGRY VENTURES LLC,ANGRY CRAB,1308 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1,5,14,1475,Consumption on Premises - Incidental Activity,2483393,ISSUE,01/06/2017,04/21/2017,05/15/2019,04/21/2017,AAI,41.905372463,-87.669853192,"(41.90537246331243, -87.6698531917002)"
355007,1,"BARCELONA TAPAS Y VINO, LLC",LA TABERNA ON HALSTED,1301 S HALSTED ST 1,CHICAGO,IL,60607,28,3,12,1477,Outdoor Patio,2079832,RENEW,04/21/2016,05/16/2016,05/15/2018,04/22/2016,AAI,41.865360703,-87.646717411,"(41.86536070267636, -87.64671741056063)"
406709,1,"613 NORTH WELLS STREET LICENSE, LLC",Yours Truly Oyster Bar,611-613 N WELLS ST 1ST & BSMT,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2469390,ISSUE,03/07/2017,07/19/2018,10/15/2020,07/19/2018,AAI,41.892790447,-87.633953583,"(41.89279044658767, -87.63395358331424)"
387485,1,ZRD LLC,BUTCHER'S TAP,3553 N SOUTHPORT AVE 1 & 2,CHICAGO,IL,60657,44,11,19,1475,Consumption on Premises - Incidental Activity,2304570,RENEW,08/06/2018,08/16/2018,10/15/2020,08/07/2018,AAI,41.946831641,-87.663861998,"(41.946831640926156, -87.66386199813489)"
390096,1,"THE KITCHEN CAFE, LLC",THE KITCHEN CHICAGO,316 N CLARK ST,CHICAGO,IL,60654,42,32,18,1477,Outdoor Patio,2458459,ISSUE,04/22/2016,04/18/2017,05/15/2019,04/18/2017,AAI,41.887966754,-87.631180111,"(41.88796675422018, -87.63118011072731)"
351719,2,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE,47 W POLK ST 1ST AND 2ND,CHICAGO,IL,60605,4,43,1,1050,Public Place of Amusement,2055487,RENEW,10/04/2018,10/16/2018,07/15/2021,10/05/2018,AAI,41.872166958,-87.629576797,"(41.87216695780119, -87.62957679729978)"
405107,5,COWABUNGA LLC,Cowabunga LLC / Mahalo,1625 N LAKE SHORE DR,CHICAGO,IL,60614,43,4,18,1476,Special Event Liquor,2594568,ISSUE,04/26/2018,04/26/2018,10/30/2018,04/26/2018,AAI,41.912190574,-87.626702659,"(41.91219057356526, -87.62670265894265)"
423276,1,EL GUSANO ROJO II INCORPORATED,EL GUSANO ROJO II,4217-4219 N RAVENSWOOD AVE 1,CHICAGO,IL,60613,47,39,19,1477,Outdoor Patio,2578670,ISSUE,02/13/2018,03/23/2018,04/15/2020,03/23/2018,AAI,41.958424799,-87.673742776,"(41.958424798533414, -87.67374277557971)"
22633,39,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL #2796,7561 S CICERO AVE,CHICAGO,IL,60652,18,22,8,1477,Outdoor Patio,2476565,ISSUE,03/08/2017,04/20/2017,05/15/2019,04/20/2017,AAI,41.754871852,-87.741392427,"(41.75487185207139, -87.74139242741532)"
86301,5,"WHERE'S THE DUKE, INC.",JOE'S BAR,940 W WEED ST 1ST&MEZZ,CHICAGO,IL,60642,27,46,18,1471,Late Hour,2137313,RENEW,11/06/2018,11/16/2018,07/15/2021,11/07/2018,AAI,41.90989553,-87.652772439,"(41.9098955303975, -87.65277243899028)"
394250,1,"ARBOR RESTAURANT, LLC",ARBOR,2545 W DIVERSEY AVE 2ND 220,CHICAGO,IL,60647,35,39,14,1481,Caterer's Liquor License,2379754,RENEW,05/31/2017,07/16/2017,07/15/2019,05/31/2017,AAI,41.93202492,-87.692169044,"(41.93202492010381, -87.69216904438716)"
402286,1,"NAIJA MADE HOSPITALITY, LLC",LITTLE UNICOCO RESTAURANT,1629-1631 W HOWARD ST 1,CHICAGO,IL,60626,49,5,24,1475,Consumption on Premises - Incidental Activity,2432649,ISSUE,02/03/2016,04/01/2016,04/15/2018,04/01/2016,AAI,42.019272355,-87.672407001,"(42.0192723551926, -87.67240700140871)"
337892,1,"SILVIE'S VARDAR PUB, INC.",SILVIE'S VARDAR PUB,1900-1902 W IRVING PARK RD,CHICAGO,IL,60613,47,12,19,1470,Tavern,1937213,RENEW,06/12/2016,06/16/2016,06/15/2018,06/13/2016,AAI,41.954296396,-87.676452353,"(41.954296396013774, -87.67645235326972)"
309122,1,"RAFFAELLO HOTEL OPERATIONS, LLC",Gale Chicago,201 E DELAWARE PL,CHICAGO,IL,60611,2,18,18,1475,Consumption on Premises - Incidental Activity,1743257,RENEW,02/23/2017,03/16/2017,03/15/2019,02/24/2017,AAI,41.899135255,-87.621785262,"(41.899135254700184, -87.62178526239309)"
17185,1,901 JACKSON LCC.,Jaks Tap,901 W JACKSON BLVD,CHICAGO,IL,60607,34,6,12,1475,Consumption on Premises - Incidental Activity,49556,RENEW,05/13/2016,05/16/2016,05/15/2018,05/18/2016,AAI,41.877799273,-87.649633928,"(41.87779927285466, -87.64963392770662)"
386661,1,SOHO HOUSE CHICAGO LLC,SOHO HOUSE CHICAGO,113-125 N GREEN ST BSMT - 6TH,CHICAGO,IL,60607,27,1,12,1481,Caterer's Liquor License,2320304,RENEW,04/25/2018,06/16/2018,07/15/2020,04/25/2018,AAI,41.883557098,-87.648432396,"(41.883557097965046, -87.64843239611488)"
4488,1,"GOLDEN STAR RESTAURANT, INC.",GOLDEN APPLE RESTAURANT,2971 N LINCOLN AVE 1,CHICAGO,IL,60657,32,8,19,1475,Consumption on Premises - Incidental Activity,1171870,RENEW,01/17/2017,02/16/2017,02/15/2019,01/18/2017,AAI,41.935977772,-87.66328493,"(41.93597777175416, -87.66328492986464)"
313618,1,"6154 RESTAURANT, INC.",THE GARAGE BAR & SANDWICHES,6154 N MILWAUKEE AVE 1-2,CHICAGO,IL,60646,39,51,16,1477,Outdoor Patio,1800793,RENEW,11/02/2018,11/16/2018,11/15/2020,11/20/2018,AAI,41.993543217,-87.784434742,"(41.9935432170097, -87.78443474169619)"
203965,6,CORK CITY PRODUCTIONS LLC,THE GREEN DOOR TAVERN / THE DRIFTER,676-678 N ORLEANS ST LL & 1,CHICAGO,IL,60654,42,15,18,1050,Public Place of Amusement,2341100,RENEW,01/11/2018,02/16/2018,02/15/2020,02/09/2018,AAI,41.894637025,-87.637268634,"(41.89463702451064, -87.63726863440331)"
371106,1,"SOUTHPORT GRILL, LLC",CROSBY'S KITCHEN,3455-3457 N SOUTHPORT AVE 1ST,CHICAGO,IL,60657,44,9,19,1475,Consumption on Premises - Incidental Activity,2147386,RENEW,07/19/2016,08/16/2016,08/15/2018,07/20/2016,AAI,41.945073983,-87.663816175,"(41.945073982933394, -87.66381617475186)"
423648,1,"TAQUERIA LOS COMALES #12, INC.",LOS COMALES,6035 S PULASKI RD 1,CHICAGO,IL,60629,23,18,8,1475,Consumption on Premises - Incidental Activity,2574623,ISSUE,04/30/2018,06/26/2018,07/15/2020,06/26/2018,AAI,41.783097602,-87.72273813,"(41.78309760160854, -87.72273813015846)"
388339,1,"ORIGINAL PIZZA, LLC SERIES BEVERLY",LEONA'S PIZZERIA,11060 S WESTERN AVE 1,CHICAGO,IL,60643,19,62,22,1475,Consumption on Premises - Incidental Activity,2313655,RENEW,10/13/2016,10/16/2016,10/15/2018,10/14/2016,AAI,41.692109156,-87.681311435,"(41.69210915639261, -87.6813114352499)"
239,1,TIMBER LANES CORP,TIMBER LANNES CORP,1851 W IRVING PARK RD,CHICAGO,IL,60613,47,29,19,1050,Public Place of Amusement,36150,RENEW,05/19/2016,06/16/2016,06/15/2018,06/06/2016,AAI,41.954080767,-87.676146941,"(41.954080767134606, -87.67614694113043)"
297994,3,"R. LATITUDE, INC.",BOUNCE SPORTING CLUB CHICAGO,324-326 W CHICAGO AVE 1-2,CHICAGO,IL,60654,27,28,18,1050,Public Place of Amusement,2548787,RENEW,,02/16/2018,02/15/2020,04/19/2018,AAI,41.896669492,-87.636709822,"(41.89666949224299, -87.63670982192384)"
404402,1,Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,2506123,ISSUE,02/10/2017,05/22/2017,06/15/2019,05/22/2017,AAI,41.884592863,-87.629089521,"(41.88459286291501, -87.62908952144605)"
340381,1,WILLIAM BERMINGHAM,THE CHARNEL HOUSE,3421 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,60,14,1050,Public Place of Amusement,2549987,RENEW,11/08/2017,11/16/2017,11/15/2019,11/09/2017,AAI,41.924544228,-87.712949629,"(41.92454422776579, -87.71294962947451)"
313337,7,"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES NAVY PIER IMAX,600 E GRAND AVE FP-07,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,2492760,ISSUE,10/14/2016,11/10/2016,11/15/2018,11/10/2016,AAI,41.892094137,-87.611569884,"(41.892094136861786, -87.61156988394656)"
301535,1,"LHO CHICAGO RIVER LESSEE, L.L.C.",HOTEL CHICAGO,333 N DEARBORN ST,CHICAGO,IL,60610,42,27,18,1475,Consumption on Premises - Incidental Activity,1680528,RENEW,02/04/2016,02/16/2016,02/15/2018,02/10/2016,AAI,41.888413743,-87.629410813,"(41.888413743062294, -87.62941081299829)"
15640,2,"COLON ENTERPRISES, INC.",DAISIES,2523 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,30,14,1475,Consumption on Premises - Incidental Activity,2391300,RENEW,11/15/2017,11/16/2017,11/15/2019,11/15/2017,AAI,41.927285463,-87.704259563,"(41.92728546268809, -87.70425956334667)"
402902,1,CASA DE MARISCOS INC.,LA ANTIGUA HACIENDA,2249 S PULASKI RD 1ST,CHICAGO,IL,60623,22,7,10,1477,Outdoor Patio,2529018,ISSUE,11/13/2017,02/28/2018,03/15/2020,02/28/2018,AAI,41.850009374,-87.724571036,"(41.8500093737413, -87.72457103561378)"
35907,1,"THE BLUE NOTE, INC.",THE POINT,1565 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1,8,14,1050,Public Place of Amusement,45679,RENEW,10/06/2016,11/16/2016,11/15/2018,10/07/2016,AAI,41.910035084,-87.676704689,"(41.91003508427626, -87.67670468869552)"
213330,1,AIRPORT ORD JOINT VENTURE,O'BRIENS RESTAURANT & BAR,11601 W TOUHY AVE,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,1143338,RENEW,01/04/2018,01/16/2018,01/15/2020,01/05/2018,AAI,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
379357,1,HALSTED HOSPITALITY LLC,PROGRESS BAR,3359 N HALSTED ST 1,CHICAGO,IL,60657,44,33,19,1050,Public Place of Amusement,2240698,RENEW,07/13/2017,07/16/2017,01/15/2018,07/13/2017,AAI,41.943573161,-87.649226641,"(41.94357316110511, -87.64922664095873)"
55752,1,"JOHN & ZOFIA'S LIQ & DELI, INC",JOHN & ZOFIA'S LIQUOR DELI,5076 S ARCHER AVE 1ST,CHICAGO,IL,60632,14,25,8,1470,Tavern,44730,RENEW,06/02/2017,06/16/2017,06/15/2019,06/05/2017,AAI,41.801130563,-87.727810204,"(41.80113056261581, -87.7278102041302)"
388229,1,"MOVIE GRILL CONCEPTS XXVI, LLC",STUDIO MOVIE GRILL,210 W 87TH ST,CHICAGO,IL,60620,21,37,6,1475,Consumption on Premises - Incidental Activity,2418066,ISSUE,09/04/2015,09/08/2016,09/15/2018,09/08/2016,AAI,41.736217961,-87.629310437,"(41.736217960782156, -87.62931043653778)"
65661,2,"KEDZIE BOULEVARD CAFE, INC.",SCOFFLAW,3201-3203 W ARMITAGE AVE 1ST,CHICAGO,IL,60647,26,3,14,1470,Tavern,1474817,RENEW,11/15/2017,11/16/2017,11/15/2019,11/16/2017,AAI,41.917291496,-87.707051601,"(41.91729149564559, -87.70705160149535)"
388583,1,LA CAVANA GRILL CORP.,LA CABANA GRILL,4109 W NORTH AVE 1ST,CHICAGO,IL,60639,26,32,25,1475,Consumption on Premises - Incidental Activity,2431788,ISSUE,12/29/2015,10/12/2016,10/15/2018,10/12/2016,AAI,41.909734838,-87.729357428,"(41.90973483788555, -87.7293574277022)"
405536,1,4 STAR 3358 SOUTHPORT LLC,TUCO & BLONDIE,3356-3358 N SOUTHPORT AVE 1,CHICAGO,IL,60657,44,9,19,1477,Outdoor Patio,2464774,RENEW,10/05/2018,10/16/2018,10/15/2020,10/09/2018,AAI,41.943306956,-87.664061382,"(41.94330695630928, -87.66406138245193)"
343162,1,"SWEETWATER TAVERN & GRILLE, LLC",SWEETWATER,225 N MICHIGAN AVE 1ST 100,CHICAGO,IL,60601,42,44,1,1475,Consumption on Premises - Incidental Activity,1969712,RENEW,08/29/2018,09/16/2018,09/15/2020,08/30/2018,AAI,41.886377406,-87.62438167,"(41.88637740620821, -87.62438167043969)"
397974,1,"USE IL SERVICES, LLC",GREENRIVER CHICAGO,259 E ERIE ST 18,CHICAGO,IL,60611,2,41,18,1050,Public Place of Amusement,2404822,ISSUE,06/19/2015,04/25/2016,05/15/2018,04/25/2016,AAI,41.894085381,-87.62040431,"(41.894085380663164, -87.62040431002175)"
300008,1,"DUNLAY'S ROSCOE, LLC",FRASCA,3356-3358 N PAULINA ST,CHICAGO,IL,60657,32,38,19,1475,Consumption on Premises - Incidental Activity,1676692,RENEW,02/09/2017,02/16/2017,02/15/2019,02/10/2017,AAI,41.943192473,-87.67133728,"(41.94319247252324, -87.67133728041468)"
423641,1,MICHIGAN CERMAK INDIANA LLC,HAMPTON INN / HILTON GARDEN INN / HOME 2 SUITES,123 E CERMAK RD 1-22,CHICAGO,IL,60616,3,17,1,1477,Outdoor Patio,2570064,ISSUE,05/10/2018,08/08/2018,10/15/2020,08/08/2018,AAI,41.852774163,-87.622758847,"(41.85277416294525, -87.6227588470712)"
351150,4,"ARAMARK SPORTS AND ENTERTAINMENT SERVICES, LLC",ARAMARK-FIELD MUSEUM,1400 S LAKE SHORE DR GRND &1ST,CHICAGO,IL,60605,4,18,1,1477,Outdoor Patio,2535831,ISSUE,07/13/2017,08/25/2017,09/15/2019,08/25/2017,AAI,41.86403564,-87.619297069,"(41.86403563981369, -87.61929706919213)"
14298,1,"ROSCOE'S TAVERN, LTD.",ROSCOE'S TAVERN LTD,3354-3356 N HALSTED ST,CHICAGO,IL,60657,44,42,19,1050,Public Place of Amusement,2031776,RENEW,01/23/2017,02/16/2017,02/15/2019,01/24/2017,AAI,41.943442912,-87.649517054,"(41.94344291172199, -87.64951705356305)"
401984,2,RAVEN'S PLACE LLC,RAVEN'S PLACE CATERING,13031  WESTERN AVE 1,BLUE ISLAND,IL,60406,,,,1481,Caterer's Liquor License,2550215,RENEW,10/16/2018,10/16/2018,07/15/2021,10/16/2018,AAI,,,
18268,1,CHASE-WESTERN INC.,MULLEN'S BAR & GRILL,7301 N WESTERN AVE,CHICAGO,IL,60645,50,41,24,1470,Tavern,56160,RENEW,09/20/2017,10/16/2017,10/15/2019,09/20/2017,AAI,42.01418203,-87.690083986,"(42.01418202950291, -87.69008398609922)"
9542,1,"C.S. PRODUCTIONS, INC.",THE ELSTON,1675 N ELSTON AVE MEZZ & 1,CHICAGO,IL,60642,32,20,14,1471,Late Hour,23671,RENEW,05/28/2019,11/16/2018,07/15/2021,05/29/2019,AAI,41.912602823,-87.663385064,"(41.91260282275408, -87.66338506444121)"
373934,1,DIMO'S PIZZA SIX CORNERS LLC,DIMO'S PIZZA SIX CORNERS,1615 N DAMEN AVE 1ST,CHICAGO,IL,60647,32,36,14,1475,Consumption on Premises - Incidental Activity,2229534,RENEW,08/03/2017,08/16/2017,08/15/2019,08/04/2017,AAI,41.910917794,-87.677326396,"(41.91091779442156, -87.67732639626593)"
401021,1,THE REVIVAL LLC,THE REVIVAL,1160 E 55TH ST,CHICAGO,IL,60637,5,41,2,1477,Outdoor Patio,2464737,ISSUE,07/08/2016,08/24/2016,09/15/2018,08/24/2016,AAI,41.79516978,-87.597182951,"(41.79516978044884, -87.5971829506414)"
17865,1,"VIPER ROOM, INC.",FROSTY'S,1332 N HALSTED ST  1ST/M,CHICAGO,IL,60622,27,46,18,1050,Public Place of Amusement,53770,RENEW,11/15/2016,11/16/2016,11/15/2018,02/16/2017,AAI,41.906038265,-87.648291719,"(41.90603826468031, -87.6482917185286)"
407383,1,"MADISON ROOM, LLC",Viaggio,1027 W MADISON ST 1,CHICAGO,IL,60607,34,16,12,1475,Consumption on Premises - Incidental Activity,2475805,ISSUE,09/15/2016,11/18/2016,12/15/2018,11/18/2016,AAI,41.881571094,-87.653132845,"(41.881571094035266, -87.65313284498924)"
